ANO,MÊS,PARTIDO,SEXO,FAIXA ,FILIADOS
2011,4,CIDADANIA,FEMININO,17 anos,10
2011,4,CIDADANIA,FEMININO,18 a 20 anos,574
2011,4,CIDADANIA,FEMININO,21 a 24 anos,"4,194"
2011,4,CIDADANIA,FEMININO,25 a 34 anos,"38,065"
2011,4,CIDADANIA,FEMININO,35 a 44 anos,"46,129"
2011,4,CIDADANIA,FEMININO,45 a 59 anos,"61,410"
2011,4,CIDADANIA,FEMININO,60 a 69 anos,"19,097"
2011,4,CIDADANIA,FEMININO,70 a 79 anos,"8,514"
2011,4,CIDADANIA,FEMININO,Superior a 79 anos,"2,977"
2011,4,CIDADANIA,MASCULINO,16 anos,7
2011,4,CIDADANIA,MASCULINO,17 anos,18
2011,4,CIDADANIA,MASCULINO,18 a 20 anos,712
2011,4,CIDADANIA,MASCULINO,21 a 24 anos,"5,392"
2011,4,CIDADANIA,MASCULINO,25 a 34 anos,"52,709"
2011,4,CIDADANIA,MASCULINO,35 a 44 anos,"66,995"
2011,4,CIDADANIA,MASCULINO,45 a 59 anos,"88,414"
2011,4,CIDADANIA,MASCULINO,60 a 69 anos,"28,096"
2011,4,CIDADANIA,MASCULINO,70 a 79 anos,"12,264"
2011,4,CIDADANIA,MASCULINO,Superior a 79 anos,"4,486"
2011,4,CIDADANIA,NÃO INFORMADO,25 a 34 anos,1
2011,4,CIDADANIA,NÃO INFORMADO,35 a 44 anos,73
2011,4,CIDADANIA,NÃO INFORMADO,45 a 59 anos,398
2011,4,CIDADANIA,NÃO INFORMADO,60 a 69 anos,128
2011,4,CIDADANIA,NÃO INFORMADO,70 a 79 anos,67
2011,4,CIDADANIA,NÃO INFORMADO,Superior a 79 anos,33
2011,4,CIDADANIA,Não informado (nulo),Não informada,"3,752"
2011,4,DC,FEMININO,16 anos,3
2011,4,DC,FEMININO,17 anos,14
2011,4,DC,FEMININO,18 a 20 anos,647
2011,4,DC,FEMININO,21 a 24 anos,"3,199"
2011,4,DC,FEMININO,25 a 34 anos,"16,927"
2011,4,DC,FEMININO,35 a 44 anos,"15,957"
2011,4,DC,FEMININO,45 a 59 anos,"17,687"
2011,4,DC,FEMININO,60 a 69 anos,"5,357"
2011,4,DC,FEMININO,70 a 79 anos,"2,311"
2011,4,DC,FEMININO,Superior a 79 anos,739
2011,4,DC,MASCULINO,16 anos,7
2011,4,DC,MASCULINO,17 anos,22
2011,4,DC,MASCULINO,18 a 20 anos,714
2011,4,DC,MASCULINO,21 a 24 anos,"3,532"
2011,4,DC,MASCULINO,25 a 34 anos,"20,168"
2011,4,DC,MASCULINO,35 a 44 anos,"20,102"
2011,4,DC,MASCULINO,45 a 59 anos,"22,586"
2011,4,DC,MASCULINO,60 a 69 anos,"7,065"
2011,4,DC,MASCULINO,70 a 79 anos,"3,030"
2011,4,DC,MASCULINO,Superior a 79 anos,"1,051"
2011,4,DC,NÃO INFORMADO,25 a 34 anos,1
2011,4,DC,NÃO INFORMADO,35 a 44 anos,25
2011,4,DC,NÃO INFORMADO,45 a 59 anos,128
2011,4,DC,NÃO INFORMADO,60 a 69 anos,39
2011,4,DC,NÃO INFORMADO,70 a 79 anos,17
2011,4,DC,NÃO INFORMADO,Superior a 79 anos,8
2011,4,DC,Não informado (nulo),Não informada,829
2011,4,DEM,FEMININO,16 anos,9
2011,4,DEM,FEMININO,17 anos,39
2011,4,DEM,FEMININO,18 a 20 anos,"1,474"
2011,4,DEM,FEMININO,21 a 24 anos,"9,411"
2011,4,DEM,FEMININO,25 a 34 anos,"67,077"
2011,4,DEM,FEMININO,35 a 44 anos,"99,865"
2011,4,DEM,FEMININO,45 a 59 anos,"173,765"
2011,4,DEM,FEMININO,60 a 69 anos,"64,777"
2011,4,DEM,FEMININO,70 a 79 anos,"34,039"
2011,4,DEM,FEMININO,Superior a 79 anos,"15,066"
2011,4,DEM,MASCULINO,16 anos,15
2011,4,DEM,MASCULINO,17 anos,44
2011,4,DEM,MASCULINO,18 a 20 anos,"1,623"
2011,4,DEM,MASCULINO,21 a 24 anos,"11,399"
2011,4,DEM,MASCULINO,25 a 34 anos,"84,200"
2011,4,DEM,MASCULINO,35 a 44 anos,"124,691"
2011,4,DEM,MASCULINO,45 a 59 anos,"220,988"
2011,4,DEM,MASCULINO,60 a 69 anos,"93,483"
2011,4,DEM,MASCULINO,70 a 79 anos,"54,135"
2011,4,DEM,MASCULINO,Inválida,1
2011,4,DEM,MASCULINO,Superior a 79 anos,"28,613"
2011,4,DEM,NÃO INFORMADO,35 a 44 anos,175
2011,4,DEM,NÃO INFORMADO,45 a 59 anos,808
2011,4,DEM,NÃO INFORMADO,60 a 69 anos,350
2011,4,DEM,NÃO INFORMADO,70 a 79 anos,235
2011,4,DEM,NÃO INFORMADO,Superior a 79 anos,119
2011,4,DEM,Não informado (nulo),Não informada,"12,341"
2011,4,MDB,FEMININO,16 anos,67
2011,4,MDB,FEMININO,17 anos,212
2011,4,MDB,FEMININO,18 a 20 anos,"3,776"
2011,4,MDB,FEMININO,21 a 24 anos,"20,696"
2011,4,MDB,FEMININO,25 a 34 anos,"110,142"
2011,4,MDB,FEMININO,35 a 44 anos,"159,281"
2011,4,MDB,FEMININO,45 a 59 anos,"427,449"
2011,4,MDB,FEMININO,60 a 69 anos,"168,068"
2011,4,MDB,FEMININO,70 a 79 anos,"92,009"
2011,4,MDB,FEMININO,Superior a 79 anos,"43,800"
2011,4,MDB,MASCULINO,16 anos,72
2011,4,MDB,MASCULINO,17 anos,248
2011,4,MDB,MASCULINO,18 a 20 anos,"4,048"
2011,4,MDB,MASCULINO,21 a 24 anos,"23,517"
2011,4,MDB,MASCULINO,25 a 34 anos,"135,879"
2011,4,MDB,MASCULINO,35 a 44 anos,"195,309"
2011,4,MDB,MASCULINO,45 a 59 anos,"508,659"
2011,4,MDB,MASCULINO,60 a 69 anos,"218,470"
2011,4,MDB,MASCULINO,70 a 79 anos,"127,376"
2011,4,MDB,MASCULINO,Superior a 79 anos,"70,661"
2011,4,MDB,NÃO INFORMADO,25 a 34 anos,3
2011,4,MDB,NÃO INFORMADO,35 a 44 anos,291
2011,4,MDB,NÃO INFORMADO,45 a 59 anos,"2,613"
2011,4,MDB,NÃO INFORMADO,60 a 69 anos,"1,192"
2011,4,MDB,NÃO INFORMADO,70 a 79 anos,818
2011,4,MDB,NÃO INFORMADO,Superior a 79 anos,476
2011,4,MDB,Não informado (nulo),Não informada,"10,157"
2011,4,PCB,FEMININO,18 a 20 anos,25
2011,4,PCB,FEMININO,21 a 24 anos,240
2011,4,PCB,FEMININO,25 a 34 anos,"1,241"
2011,4,PCB,FEMININO,35 a 44 anos,"1,896"
2011,4,PCB,FEMININO,45 a 59 anos,"2,307"
2011,4,PCB,FEMININO,60 a 69 anos,755
2011,4,PCB,FEMININO,70 a 79 anos,375
2011,4,PCB,FEMININO,Superior a 79 anos,194
2011,4,PCB,MASCULINO,18 a 20 anos,26
2011,4,PCB,MASCULINO,21 a 24 anos,285
2011,4,PCB,MASCULINO,25 a 34 anos,"1,673"
2011,4,PCB,MASCULINO,35 a 44 anos,"2,466"
2011,4,PCB,MASCULINO,45 a 59 anos,"2,820"
2011,4,PCB,MASCULINO,60 a 69 anos,830
2011,4,PCB,MASCULINO,70 a 79 anos,384
2011,4,PCB,MASCULINO,Superior a 79 anos,233
2011,4,PCB,NÃO INFORMADO,35 a 44 anos,3
2011,4,PCB,NÃO INFORMADO,45 a 59 anos,17
2011,4,PCB,NÃO INFORMADO,60 a 69 anos,2
2011,4,PCB,NÃO INFORMADO,70 a 79 anos,4
2011,4,PCB,Não informado (nulo),Não informada,142
2011,4,PCDOB,FEMININO,16 anos,8
2011,4,PCDOB,FEMININO,17 anos,42
2011,4,PCDOB,FEMININO,18 a 20 anos,"1,098"
2011,4,PCDOB,FEMININO,21 a 24 anos,"5,903"
2011,4,PCDOB,FEMININO,25 a 34 anos,"23,685"
2011,4,PCDOB,FEMININO,35 a 44 anos,"29,972"
2011,4,PCDOB,FEMININO,45 a 59 anos,"41,023"
2011,4,PCDOB,FEMININO,60 a 69 anos,"11,941"
2011,4,PCDOB,FEMININO,70 a 79 anos,"5,476"
2011,4,PCDOB,FEMININO,Superior a 79 anos,"2,018"
2011,4,PCDOB,MASCULINO,16 anos,6
2011,4,PCDOB,MASCULINO,17 anos,34
2011,4,PCDOB,MASCULINO,18 a 20 anos,"1,253"
2011,4,PCDOB,MASCULINO,21 a 24 anos,"7,194"
2011,4,PCDOB,MASCULINO,25 a 34 anos,"33,965"
2011,4,PCDOB,MASCULINO,35 a 44 anos,"39,990"
2011,4,PCDOB,MASCULINO,45 a 59 anos,"49,074"
2011,4,PCDOB,MASCULINO,60 a 69 anos,"12,809"
2011,4,PCDOB,MASCULINO,70 a 79 anos,"5,433"
2011,4,PCDOB,MASCULINO,Superior a 79 anos,"2,192"
2011,4,PCDOB,NÃO INFORMADO,35 a 44 anos,46
2011,4,PCDOB,NÃO INFORMADO,45 a 59 anos,249
2011,4,PCDOB,NÃO INFORMADO,60 a 69 anos,69
2011,4,PCDOB,NÃO INFORMADO,70 a 79 anos,52
2011,4,PCDOB,NÃO INFORMADO,Superior a 79 anos,21
2011,4,PCDOB,Não informado (nulo),Não informada,"1,677"
2011,4,PCO,FEMININO,18 a 20 anos,1
2011,4,PCO,FEMININO,21 a 24 anos,10
2011,4,PCO,FEMININO,25 a 34 anos,269
2011,4,PCO,FEMININO,35 a 44 anos,304
2011,4,PCO,FEMININO,45 a 59 anos,394
2011,4,PCO,FEMININO,60 a 69 anos,128
2011,4,PCO,FEMININO,70 a 79 anos,44
2011,4,PCO,FEMININO,Superior a 79 anos,13
2011,4,PCO,MASCULINO,18 a 20 anos,3
2011,4,PCO,MASCULINO,21 a 24 anos,13
2011,4,PCO,MASCULINO,25 a 34 anos,457
2011,4,PCO,MASCULINO,35 a 44 anos,456
2011,4,PCO,MASCULINO,45 a 59 anos,540
2011,4,PCO,MASCULINO,60 a 69 anos,150
2011,4,PCO,MASCULINO,70 a 79 anos,46
2011,4,PCO,MASCULINO,Superior a 79 anos,12
2011,4,PCO,NÃO INFORMADO,35 a 44 anos,1
2011,4,PCO,NÃO INFORMADO,45 a 59 anos,3
2011,4,PCO,NÃO INFORMADO,70 a 79 anos,1
2011,4,PCO,Não informado (nulo),Não informada,13
2011,4,PDT,FEMININO,16 anos,43
2011,4,PDT,FEMININO,17 anos,148
2011,4,PDT,FEMININO,18 a 20 anos,"2,372"
2011,4,PDT,FEMININO,21 a 24 anos,"12,144"
2011,4,PDT,FEMININO,25 a 34 anos,"63,138"
2011,4,PDT,FEMININO,35 a 44 anos,"95,247"
2011,4,PDT,FEMININO,45 a 59 anos,"193,439"
2011,4,PDT,FEMININO,60 a 69 anos,"72,189"
2011,4,PDT,FEMININO,70 a 79 anos,"38,285"
2011,4,PDT,FEMININO,Superior a 79 anos,"18,148"
2011,4,PDT,MASCULINO,16 anos,51
2011,4,PDT,MASCULINO,17 anos,142
2011,4,PDT,MASCULINO,18 a 20 anos,"2,456"
2011,4,PDT,MASCULINO,21 a 24 anos,"13,754"
2011,4,PDT,MASCULINO,25 a 34 anos,"78,199"
2011,4,PDT,MASCULINO,35 a 44 anos,"123,154"
2011,4,PDT,MASCULINO,45 a 59 anos,"250,837"
2011,4,PDT,MASCULINO,60 a 69 anos,"93,290"
2011,4,PDT,MASCULINO,70 a 79 anos,"48,263"
2011,4,PDT,MASCULINO,Superior a 79 anos,"24,871"
2011,4,PDT,NÃO INFORMADO,25 a 34 anos,2
2011,4,PDT,NÃO INFORMADO,35 a 44 anos,153
2011,4,PDT,NÃO INFORMADO,45 a 59 anos,"1,165"
2011,4,PDT,NÃO INFORMADO,60 a 69 anos,479
2011,4,PDT,NÃO INFORMADO,70 a 79 anos,273
2011,4,PDT,NÃO INFORMADO,Superior a 79 anos,183
2011,4,PDT,Não informado (nulo),Não informada,"5,100"
2011,4,PHS,FEMININO,16 anos,2
2011,4,PHS,FEMININO,17 anos,9
2011,4,PHS,FEMININO,18 a 20 anos,409
2011,4,PHS,FEMININO,21 a 24 anos,"2,359"
2011,4,PHS,FEMININO,25 a 34 anos,"13,537"
2011,4,PHS,FEMININO,35 a 44 anos,"12,425"
2011,4,PHS,FEMININO,45 a 59 anos,"14,336"
2011,4,PHS,FEMININO,60 a 69 anos,"4,325"
2011,4,PHS,FEMININO,70 a 79 anos,"1,928"
2011,4,PHS,FEMININO,Superior a 79 anos,574
2011,4,PHS,MASCULINO,16 anos,4
2011,4,PHS,MASCULINO,17 anos,14
2011,4,PHS,MASCULINO,18 a 20 anos,422
2011,4,PHS,MASCULINO,21 a 24 anos,"2,640"
2011,4,PHS,MASCULINO,25 a 34 anos,"16,789"
2011,4,PHS,MASCULINO,35 a 44 anos,"16,696"
2011,4,PHS,MASCULINO,45 a 59 anos,"19,089"
2011,4,PHS,MASCULINO,60 a 69 anos,"5,797"
2011,4,PHS,MASCULINO,70 a 79 anos,"2,346"
2011,4,PHS,MASCULINO,Superior a 79 anos,672
2011,4,PHS,NÃO INFORMADO,35 a 44 anos,15
2011,4,PHS,NÃO INFORMADO,45 a 59 anos,72
2011,4,PHS,NÃO INFORMADO,60 a 69 anos,26
2011,4,PHS,NÃO INFORMADO,70 a 79 anos,12
2011,4,PHS,NÃO INFORMADO,Superior a 79 anos,3
2011,4,PHS,Não informado (nulo),Não informada,624
2011,4,PL,FEMININO,16 anos,12
2011,4,PL,FEMININO,17 anos,56
2011,4,PL,FEMININO,18 a 20 anos,"1,280"
2011,4,PL,FEMININO,21 a 24 anos,"7,387"
2011,4,PL,FEMININO,25 a 34 anos,"50,709"
2011,4,PL,FEMININO,35 a 44 anos,"77,028"
2011,4,PL,FEMININO,45 a 59 anos,"116,926"
2011,4,PL,FEMININO,60 a 69 anos,"40,265"
2011,4,PL,FEMININO,70 a 79 anos,"19,897"
2011,4,PL,FEMININO,Superior a 79 anos,"8,239"
2011,4,PL,MASCULINO,16 anos,11
2011,4,PL,MASCULINO,17 anos,64
2011,4,PL,MASCULINO,18 a 20 anos,"1,283"
2011,4,PL,MASCULINO,21 a 24 anos,"8,648"
2011,4,PL,MASCULINO,25 a 34 anos,"64,302"
2011,4,PL,MASCULINO,35 a 44 anos,"97,361"
2011,4,PL,MASCULINO,45 a 59 anos,"147,879"
2011,4,PL,MASCULINO,60 a 69 anos,"52,238"
2011,4,PL,MASCULINO,70 a 79 anos,"25,711"
2011,4,PL,MASCULINO,Superior a 79 anos,"11,468"
2011,4,PL,NÃO INFORMADO,25 a 34 anos,1
2011,4,PL,NÃO INFORMADO,35 a 44 anos,172
2011,4,PL,NÃO INFORMADO,45 a 59 anos,724
2011,4,PL,NÃO INFORMADO,60 a 69 anos,290
2011,4,PL,NÃO INFORMADO,70 a 79 anos,162
2011,4,PL,NÃO INFORMADO,Superior a 79 anos,85
2011,4,PL,Não informado (nulo),Não informada,"2,451"
2011,4,PMN,FEMININO,16 anos,1
2011,4,PMN,FEMININO,17 anos,10
2011,4,PMN,FEMININO,18 a 20 anos,291
2011,4,PMN,FEMININO,21 a 24 anos,"1,747"
2011,4,PMN,FEMININO,25 a 34 anos,"10,863"
2011,4,PMN,FEMININO,35 a 44 anos,"22,685"
2011,4,PMN,FEMININO,45 a 59 anos,"31,079"
2011,4,PMN,FEMININO,60 a 69 anos,"10,557"
2011,4,PMN,FEMININO,70 a 79 anos,"5,132"
2011,4,PMN,FEMININO,Superior a 79 anos,"2,236"
2011,4,PMN,MASCULINO,16 anos,2
2011,4,PMN,MASCULINO,17 anos,8
2011,4,PMN,MASCULINO,18 a 20 anos,329
2011,4,PMN,MASCULINO,21 a 24 anos,"2,076"
2011,4,PMN,MASCULINO,25 a 34 anos,"15,277"
2011,4,PMN,MASCULINO,35 a 44 anos,"29,958"
2011,4,PMN,MASCULINO,45 a 59 anos,"38,280"
2011,4,PMN,MASCULINO,60 a 69 anos,"12,476"
2011,4,PMN,MASCULINO,70 a 79 anos,"6,000"
2011,4,PMN,MASCULINO,Superior a 79 anos,"2,766"
2011,4,PMN,NÃO INFORMADO,35 a 44 anos,58
2011,4,PMN,NÃO INFORMADO,45 a 59 anos,188
2011,4,PMN,NÃO INFORMADO,60 a 69 anos,102
2011,4,PMN,NÃO INFORMADO,70 a 79 anos,38
2011,4,PMN,NÃO INFORMADO,Superior a 79 anos,26
2011,4,PMN,Não informado (nulo),Não informada,"1,882"
2011,4,PODE,FEMININO,16 anos,4
2011,4,PODE,FEMININO,17 anos,20
2011,4,PODE,FEMININO,18 a 20 anos,403
2011,4,PODE,FEMININO,21 a 24 anos,"2,077"
2011,4,PODE,FEMININO,25 a 34 anos,"11,832"
2011,4,PODE,FEMININO,35 a 44 anos,"10,968"
2011,4,PODE,FEMININO,45 a 59 anos,"12,355"
2011,4,PODE,FEMININO,60 a 69 anos,"3,616"
2011,4,PODE,FEMININO,70 a 79 anos,"1,621"
2011,4,PODE,FEMININO,Superior a 79 anos,498
2011,4,PODE,MASCULINO,16 anos,1
2011,4,PODE,MASCULINO,17 anos,8
2011,4,PODE,MASCULINO,18 a 20 anos,435
2011,4,PODE,MASCULINO,21 a 24 anos,"2,380"
2011,4,PODE,MASCULINO,25 a 34 anos,"15,094"
2011,4,PODE,MASCULINO,35 a 44 anos,"14,667"
2011,4,PODE,MASCULINO,45 a 59 anos,"16,890"
2011,4,PODE,MASCULINO,60 a 69 anos,"5,005"
2011,4,PODE,MASCULINO,70 a 79 anos,"2,124"
2011,4,PODE,MASCULINO,Superior a 79 anos,640
2011,4,PODE,NÃO INFORMADO,35 a 44 anos,14
2011,4,PODE,NÃO INFORMADO,45 a 59 anos,91
2011,4,PODE,NÃO INFORMADO,60 a 69 anos,28
2011,4,PODE,NÃO INFORMADO,70 a 79 anos,8
2011,4,PODE,NÃO INFORMADO,Superior a 79 anos,5
2011,4,PODE,Não informado (nulo),Não informada,715
2011,4,PP,FEMININO,16 anos,25
2011,4,PP,FEMININO,17 anos,74
2011,4,PP,FEMININO,18 a 20 anos,"1,709"
2011,4,PP,FEMININO,21 a 24 anos,"9,024"
2011,4,PP,FEMININO,25 a 34 anos,"59,018"
2011,4,PP,FEMININO,35 a 44 anos,"109,281"
2011,4,PP,FEMININO,45 a 59 anos,"229,072"
2011,4,PP,FEMININO,60 a 69 anos,"99,113"
2011,4,PP,FEMININO,70 a 79 anos,"58,742"
2011,4,PP,FEMININO,Superior a 79 anos,"29,641"
2011,4,PP,MASCULINO,16 anos,35
2011,4,PP,MASCULINO,17 anos,92
2011,4,PP,MASCULINO,18 a 20 anos,"1,811"
2011,4,PP,MASCULINO,21 a 24 anos,"10,671"
2011,4,PP,MASCULINO,25 a 34 anos,"76,279"
2011,4,PP,MASCULINO,35 a 44 anos,"139,858"
2011,4,PP,MASCULINO,45 a 59 anos,"280,235"
2011,4,PP,MASCULINO,60 a 69 anos,"129,687"
2011,4,PP,MASCULINO,70 a 79 anos,"80,418"
2011,4,PP,MASCULINO,Superior a 79 anos,"48,114"
2011,4,PP,NÃO INFORMADO,35 a 44 anos,215
2011,4,PP,NÃO INFORMADO,45 a 59 anos,"1,247"
2011,4,PP,NÃO INFORMADO,60 a 69 anos,672
2011,4,PP,NÃO INFORMADO,70 a 79 anos,450
2011,4,PP,NÃO INFORMADO,Superior a 79 anos,313
2011,4,PP,Não informado (nulo),Não informada,"5,059"
2011,4,PRP,FEMININO,16 anos,4
2011,4,PRP,FEMININO,17 anos,9
2011,4,PRP,FEMININO,18 a 20 anos,244
2011,4,PRP,FEMININO,21 a 24 anos,"1,735"
2011,4,PRP,FEMININO,25 a 34 anos,"12,988"
2011,4,PRP,FEMININO,35 a 44 anos,"23,202"
2011,4,PRP,FEMININO,45 a 59 anos,"29,189"
2011,4,PRP,FEMININO,60 a 69 anos,"10,183"
2011,4,PRP,FEMININO,70 a 79 anos,"4,799"
2011,4,PRP,FEMININO,Superior a 79 anos,"1,913"
2011,4,PRP,MASCULINO,16 anos,3
2011,4,PRP,MASCULINO,17 anos,9
2011,4,PRP,MASCULINO,18 a 20 anos,254
2011,4,PRP,MASCULINO,21 a 24 anos,"2,028"
2011,4,PRP,MASCULINO,25 a 34 anos,"16,624"
2011,4,PRP,MASCULINO,35 a 44 anos,"29,153"
2011,4,PRP,MASCULINO,45 a 59 anos,"35,840"
2011,4,PRP,MASCULINO,60 a 69 anos,"12,209"
2011,4,PRP,MASCULINO,70 a 79 anos,"5,798"
2011,4,PRP,MASCULINO,Superior a 79 anos,"2,489"
2011,4,PRP,NÃO INFORMADO,35 a 44 anos,38
2011,4,PRP,NÃO INFORMADO,45 a 59 anos,214
2011,4,PRP,NÃO INFORMADO,60 a 69 anos,89
2011,4,PRP,NÃO INFORMADO,70 a 79 anos,39
2011,4,PRP,NÃO INFORMADO,Superior a 79 anos,22
2011,4,PRP,Não informado (nulo),Não informada,839
2011,4,PRTB,FEMININO,16 anos,4
2011,4,PRTB,FEMININO,17 anos,9
2011,4,PRTB,FEMININO,18 a 20 anos,247
2011,4,PRTB,FEMININO,21 a 24 anos,"1,830"
2011,4,PRTB,FEMININO,25 a 34 anos,"10,886"
2011,4,PRTB,FEMININO,35 a 44 anos,"10,432"
2011,4,PRTB,FEMININO,45 a 59 anos,"11,396"
2011,4,PRTB,FEMININO,60 a 69 anos,"3,306"
2011,4,PRTB,FEMININO,70 a 79 anos,"1,407"
2011,4,PRTB,FEMININO,Superior a 79 anos,422
2011,4,PRTB,MASCULINO,16 anos,2
2011,4,PRTB,MASCULINO,17 anos,14
2011,4,PRTB,MASCULINO,18 a 20 anos,294
2011,4,PRTB,MASCULINO,21 a 24 anos,"2,117"
2011,4,PRTB,MASCULINO,25 a 34 anos,"13,499"
2011,4,PRTB,MASCULINO,35 a 44 anos,"13,624"
2011,4,PRTB,MASCULINO,45 a 59 anos,"15,483"
2011,4,PRTB,MASCULINO,60 a 69 anos,"4,706"
2011,4,PRTB,MASCULINO,70 a 79 anos,"2,021"
2011,4,PRTB,MASCULINO,Superior a 79 anos,668
2011,4,PRTB,NÃO INFORMADO,35 a 44 anos,17
2011,4,PRTB,NÃO INFORMADO,45 a 59 anos,75
2011,4,PRTB,NÃO INFORMADO,60 a 69 anos,26
2011,4,PRTB,NÃO INFORMADO,70 a 79 anos,11
2011,4,PRTB,NÃO INFORMADO,Superior a 79 anos,9
2011,4,PRTB,Não informado (nulo),Não informada,654
2011,4,PSB,FEMININO,16 anos,12
2011,4,PSB,FEMININO,17 anos,45
2011,4,PSB,FEMININO,18 a 20 anos,"1,523"
2011,4,PSB,FEMININO,21 a 24 anos,"8,403"
2011,4,PSB,FEMININO,25 a 34 anos,"42,389"
2011,4,PSB,FEMININO,35 a 44 anos,"51,423"
2011,4,PSB,FEMININO,45 a 59 anos,"71,141"
2011,4,PSB,FEMININO,60 a 69 anos,"22,213"
2011,4,PSB,FEMININO,70 a 79 anos,"10,158"
2011,4,PSB,FEMININO,Superior a 79 anos,"3,653"
2011,4,PSB,MASCULINO,16 anos,10
2011,4,PSB,MASCULINO,17 anos,44
2011,4,PSB,MASCULINO,18 a 20 anos,"1,622"
2011,4,PSB,MASCULINO,21 a 24 anos,"9,994"
2011,4,PSB,MASCULINO,25 a 34 anos,"55,098"
2011,4,PSB,MASCULINO,35 a 44 anos,"69,399"
2011,4,PSB,MASCULINO,45 a 59 anos,"95,834"
2011,4,PSB,MASCULINO,60 a 69 anos,"30,552"
2011,4,PSB,MASCULINO,70 a 79 anos,"12,987"
2011,4,PSB,MASCULINO,Superior a 79 anos,"5,144"
2011,4,PSB,NÃO INFORMADO,35 a 44 anos,89
2011,4,PSB,NÃO INFORMADO,45 a 59 anos,471
2011,4,PSB,NÃO INFORMADO,60 a 69 anos,165
2011,4,PSB,NÃO INFORMADO,70 a 79 anos,92
2011,4,PSB,NÃO INFORMADO,Superior a 79 anos,27
2011,4,PSB,Não informado (nulo),Não informada,"2,670"
2011,4,PSC,FEMININO,16 anos,15
2011,4,PSC,FEMININO,17 anos,63
2011,4,PSC,FEMININO,18 a 20 anos,"1,172"
2011,4,PSC,FEMININO,21 a 24 anos,"5,607"
2011,4,PSC,FEMININO,25 a 34 anos,"24,276"
2011,4,PSC,FEMININO,35 a 44 anos,"33,621"
2011,4,PSC,FEMININO,45 a 59 anos,"45,774"
2011,4,PSC,FEMININO,60 a 69 anos,"15,111"
2011,4,PSC,FEMININO,70 a 79 anos,"7,323"
2011,4,PSC,FEMININO,Superior a 79 anos,"2,850"
2011,4,PSC,MASCULINO,16 anos,16
2011,4,PSC,MASCULINO,17 anos,61
2011,4,PSC,MASCULINO,18 a 20 anos,"1,087"
2011,4,PSC,MASCULINO,21 a 24 anos,"6,161"
2011,4,PSC,MASCULINO,25 a 34 anos,"30,587"
2011,4,PSC,MASCULINO,35 a 44 anos,"43,446"
2011,4,PSC,MASCULINO,45 a 59 anos,"57,361"
2011,4,PSC,MASCULINO,60 a 69 anos,"18,749"
2011,4,PSC,MASCULINO,70 a 79 anos,"8,917"
2011,4,PSC,MASCULINO,Superior a 79 anos,"3,679"
2011,4,PSC,NÃO INFORMADO,35 a 44 anos,59
2011,4,PSC,NÃO INFORMADO,45 a 59 anos,279
2011,4,PSC,NÃO INFORMADO,60 a 69 anos,140
2011,4,PSC,NÃO INFORMADO,70 a 79 anos,68
2011,4,PSC,NÃO INFORMADO,Superior a 79 anos,30
2011,4,PSC,Não informado (nulo),Não informada,"1,269"
2011,4,PSDB,FEMININO,16 anos,54
2011,4,PSDB,FEMININO,17 anos,144
2011,4,PSDB,FEMININO,18 a 20 anos,"2,810"
2011,4,PSDB,FEMININO,21 a 24 anos,"16,113"
2011,4,PSDB,FEMININO,25 a 34 anos,"93,937"
2011,4,PSDB,FEMININO,35 a 44 anos,"147,106"
2011,4,PSDB,FEMININO,45 a 59 anos,"205,181"
2011,4,PSDB,FEMININO,60 a 69 anos,"71,112"
2011,4,PSDB,FEMININO,70 a 79 anos,"33,609"
2011,4,PSDB,FEMININO,Superior a 79 anos,"13,488"
2011,4,PSDB,MASCULINO,16 anos,66
2011,4,PSDB,MASCULINO,17 anos,230
2011,4,PSDB,MASCULINO,18 a 20 anos,"3,307"
2011,4,PSDB,MASCULINO,21 a 24 anos,"18,625"
2011,4,PSDB,MASCULINO,25 a 34 anos,"114,987"
2011,4,PSDB,MASCULINO,35 a 44 anos,"178,185"
2011,4,PSDB,MASCULINO,45 a 59 anos,"255,526"
2011,4,PSDB,MASCULINO,60 a 69 anos,"94,425"
2011,4,PSDB,MASCULINO,70 a 79 anos,"46,154"
2011,4,PSDB,MASCULINO,Superior a 79 anos,"19,263"
2011,4,PSDB,NÃO INFORMADO,25 a 34 anos,2
2011,4,PSDB,NÃO INFORMADO,35 a 44 anos,234
2011,4,PSDB,NÃO INFORMADO,45 a 59 anos,"1,119"
2011,4,PSDB,NÃO INFORMADO,60 a 69 anos,496
2011,4,PSDB,NÃO INFORMADO,70 a 79 anos,267
2011,4,PSDB,NÃO INFORMADO,Superior a 79 anos,143
2011,4,PSDB,Não informado (nulo),Não informada,"7,546"
2011,4,PSL,FEMININO,16 anos,3
2011,4,PSL,FEMININO,17 anos,15
2011,4,PSL,FEMININO,18 a 20 anos,329
2011,4,PSL,FEMININO,21 a 24 anos,"2,671"
2011,4,PSL,FEMININO,25 a 34 anos,"17,169"
2011,4,PSL,FEMININO,35 a 44 anos,"20,274"
2011,4,PSL,FEMININO,45 a 59 anos,"22,396"
2011,4,PSL,FEMININO,60 a 69 anos,"7,113"
2011,4,PSL,FEMININO,70 a 79 anos,"3,339"
2011,4,PSL,FEMININO,Superior a 79 anos,"1,007"
2011,4,PSL,MASCULINO,16 anos,5
2011,4,PSL,MASCULINO,17 anos,10
